,ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 4%,Total,Date,Time,Payment,cogs,gross margin %,gross income,Rating
4350,4351,Branch 3,Delhi,Subscriber,Women,Women Footwear,33.83,9,12.18,331.9,17-12-21,14:53,COD,304.5,5,15.22,6.5
4351,4352,Branch 1,Hyderabad,Subscriber,Men,Men Footwear,36.28,6,8.71,237.3,18-12-21,18:22,COD,217.7,5,10.89,5.4
4352,4353,Branch 2,Chennai,Subscriber,Unisex,Sunglasses,37.12,6,8.91,242.75,19-12-21,19:02,Prepaid,222.7,5,11.14,8.4
4353,4354,Branch 3,Chennai,Subscriber,Women,Women Apparel,34.7,8,11.1,302.56,20-12-21,14:16,COD,277.57,5,13.88,4.7
4354,4355,Branch 1,Hyderabad,Non-Subscriber,Men,Men Footwear,32.44,1,1.3,35.36,21-12-21,15:44,Prepaid,32.44,5,1.62,8.3
4355,4356,Branch 2,Vapi,Subscriber,Men,Men Footwear,34.33,3,4.12,112.27,22-12-21,12:20,Prepaid,103.0,5,5.15,7.7
4356,4357,Branch 3,Kolkata,Subscriber,Women,Bags,38.97,9,14.03,382.3,23-12-21,20:01,COD,350.73,5,17.54,9.2
4357,4358,Branch 1,Kanpur,Subscriber,Men,Men Footwear,37.11,9,13.36,364.06,24-12-21,13:45,COD,334.0,5,16.7,5.1
4358,4359,Branch 2,Noida,Non-Subscriber,Men,Men Footwear,33.21,2,2.66,72.4,25-12-21,15:40,COD,66.42,5,3.32,6.4
4359,4360,Branch 3,Delhi,Subscriber,Men,Men Footwear,32.11,1,1.28,35.0,26-12-21,16:58,Prepaid,32.11,5,1.61,5.5
4360,4361,Branch 1,Gurgaon,Subscriber,Women,Watches,25.9,7,7.25,197.59,27-12-21,11:12,Prepaid,181.27,5,9.06,7.3
4361,4362,Branch 2,Faridabad,Subscriber,Men,Men Footwear,24.72,7,6.92,188.63,28-12-21,15:12,COD,173.05,5,8.65,9.0
4362,4363,Branch 3,Mysore,Subscriber,Women,Watches,37.11,1,1.48,40.45,29-12-21,20:37,COD,37.11,5,1.86,7.9
4363,4364,Branch 1,Neyveli,Subscriber,Unisex,Sunglasses,35.34,5,7.07,192.62,30-12-21,17:44,Prepaid,176.72,5,8.84,7.1
4364,4365,Branch 4,Bangalore,Subscriber,Men,Sunglasses,40.88,3,4.91,133.67,31-12-21,16:23,COD,122.63,5,6.13,7.0
4365,4366,Branch 3,Hyderabad,Subscriber,Women,Women Apparel,32.99,3,3.96,107.89,01-01-22,12:12,Prepaid,98.98,5,4.95,9.0
4366,4367,Branch 4,Mumbai,Subscriber,Men,Watches,26.67,8,8.54,232.58,02-01-22,19:33,COD,213.38,5,10.67,5.5
4367,4368,Branch 2,Bhubaneswar,Subscriber,Men,Men Apparel,36.28,3,4.35,118.65,03-01-22,10:29,Prepaid,108.85,5,5.44,5.9
4368,4369,Branch 3,Chandigarh,Non-Subscriber,Men,Men Footwear,33.09,9,11.91,324.61,04-01-22,14:28,COD,297.81,5,14.89,5.3
4369,4370,Branch 4,Delhi,Subscriber,Men,Watches,24.72,8,7.91,215.57,05-01-22,12:46,COD,197.78,5,9.89,7.7
4370,4371,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,30.95,6,7.43,202.38,06-01-22,19:40,COD,185.67,5,9.28,9.8
4371,4372,Branch 3,Delhi,Subscriber,Men,Men Footwear,34.7,1,1.39,37.82,07-01-22,19:39,COD,34.7,5,1.73,4.8
4372,4373,Branch 4,Delhi,Subscriber,Men,Watches,36.86,5,7.37,200.89,08-01-22,17:54,COD,184.3,5,9.22,5.1
4373,4374,Branch 2,Bangalore,Subscriber,Unisex,Sunglasses,33.09,5,6.62,180.34,09-01-22,12:25,COD,165.45,5,8.27,8.8
4374,4375,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,35.03,4,5.61,152.74,10-01-22,16:47,COD,140.13,5,7.01,9.0
4375,4376,Branch 4,Chennai,Subscriber,Men,Watches,27.5,4,4.4,119.9,11-01-22,12:52,COD,110.0,5,5.5,6.9
4376,4377,Branch 2,Hyderabad,Non-Subscriber,Men,Men Footwear,34.33,8,10.99,299.39,12-01-22,19:50,Prepaid,274.67,5,13.73,9.5
4377,4378,Branch 3,Thane,Subscriber,Men,Men Footwear,33.21,6,7.97,217.2,13-01-22,18:17,COD,199.27,5,9.96,8.6
4378,4379,Branch 1,Kolkata,Non-Subscriber,Men,Men Footwear,37.11,3,4.45,121.35,14-01-22,17:20,COD,111.33,5,5.57,9.3
4379,4380,Branch 2,Kanpur,Subscriber,Men,Sports Equipment,29.19,3,3.5,95.46,15-01-22,13:32,COD,87.58,5,4.38,3.9
4380,4381,Branch 4,Jammu,Subscriber,Men,Watches,36.86,3,4.42,120.53,16-01-22,10:37,Prepaid,110.58,5,5.53,7.4
4381,4382,Branch 1,Gurgaon,Subscriber,Men,Men Footwear,29.19,1,1.17,31.82,17-01-22,14:35,COD,29.19,5,1.46,4.1
4382,4383,Branch 2,Lucknow,Non-Subscriber,Men,Men Footwear,21.87,4,3.5,95.34,18-01-22,12:09,COD,87.47,5,4.37,9.8
4383,4384,Branch 4,Ghaziabad,Subscriber,Men,Watches,51.68,3,6.2,168.99,19-01-22,15:32,COD,155.03,5,7.75,4.1
4384,4385,Branch 1,Chennai,Non-Subscriber,Men,Men Footwear,29.19,4,4.67,127.28,20-01-22,13:58,COD,116.77,5,5.84,9.8
4385,4386,Branch 2,Calicut,Subscriber,Women,Women Apparel,63.86,1,2.55,69.61,21-01-22,13:19,COD,63.86,5,3.19,5.7
4386,4387,Branch 3,Chennai,Subscriber,Unisex,Sunglasses,21.62,5,4.32,117.85,22-01-22,13:37,COD,108.12,5,5.41,5.9
4387,4388,Branch 1,Hyderabad,Subscriber,Unisex,Sunglasses,30.06,9,10.82,294.89,23-01-22,16:49,Prepaid,270.54,5,13.53,10.0
4388,4389,Branch 4,Pune,Subscriber,Men,Watches,33.83,8,10.83,295.03,24-01-22,14:55,Prepaid,270.67,5,13.53,9.4
4389,4390,Branch 3,Kolkata,Subscriber,Women,Watches,21.87,6,5.25,143.01,25-01-22,14:04,COD,131.2,5,6.56,6.5
4390,4391,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,32.1,2,2.57,69.99,26-01-22,12:31,COD,64.21,5,3.21,8.0
4391,4392,Branch 2,Kanpur,Subscriber,Women,Women Apparel,51.68,9,18.6,506.96,27-01-22,14:51,COD,465.1,5,23.26,9.6
4392,4393,Branch 3,Faridabad,Non-Subscriber,Women,Women Apparel,24.68,1,0.99,26.9,28-01-22,18:27,COD,24.68,5,1.23,7.1
4393,4394,Branch 1,Delhi,Subscriber,Women,Women Apparel,49.35,9,17.77,484.12,29-01-22,12:45,COD,444.15,5,22.21,6.1
4394,4395,Branch 2,Delhi,Subscriber,Women,Women Footwear,32.1,1,1.28,34.99,30-01-22,10:36,COD,32.1,5,1.61,7.2
4395,4396,Branch 3,Vijayawada,Subscriber,Men,Men Footwear,21.87,4,3.5,95.34,31-01-22,20:36,Prepaid,87.47,5,4.37,4.2
4396,4397,Branch 1,Madurai,Non-Subscriber,Men,Men Footwear,32.31,4,5.17,140.88,01-02-22,14:16,COD,129.25,5,6.46,4.5
4397,4398,Branch 2,Hyderabad,Subscriber,Men,Men Footwear,30.55,8,9.78,266.38,02-02-22,10:26,COD,244.39,5,12.22,5.7
4398,4399,Branch 4,Bangalore,Subscriber,Men,Watches,33.83,5,6.77,184.39,03-02-22,13:30,Prepaid,169.17,5,8.46,8.2
4399,4400,Branch 4,Pune,Subscriber,Men,Watches,24.72,8,7.91,215.57,04-02-22,16:28,COD,197.78,5,9.89,7.9
4400,4401,Branch 2,Bhubaneswar,Non-Subscriber,Men,Men Footwear,31.7,5,6.34,172.77,05-02-22,20:18,COD,158.51,5,7.93,9.3
4401,4402,Branch 3,Panchkula,Subscriber,Women,Watches,21.87,3,2.62,71.5,06-02-22,20:04,COD,65.6,5,3.28,6.1
4402,4403,Branch 1,Kanpur,Non-Subscriber,Men,Men Footwear,32.1,1,1.28,34.99,07-02-22,13:38,COD,32.1,5,1.61,9.7
4403,4404,Branch 2,Agra,Subscriber,Women,Bags,24.3,4,3.89,105.93,08-02-22,10:43,COD,97.18,5,4.86,9.5
4404,4405,Branch 3,Delhi,Subscriber,Women,Sunglasses,38.29,6,9.19,250.42,09-02-22,17:30,COD,229.75,5,11.49,4.8
4405,4406,Branch 4,Ghaziabad,Subscriber,Men,Watches,48.33,3,5.8,158.04,10-02-22,15:28,COD,144.99,5,7.25,7.9
4406,4407,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,27.21,4,4.35,118.62,11-02-22,19:07,Prepaid,108.83,5,5.44,7.7
4407,4408,Branch 3,Madurai,Subscriber,Men,Men Footwear,24.92,3,2.99,81.5,12-02-22,19:01,COD,74.77,5,3.74,4.0
4408,4409,Branch 1,Hyderabad,Non-Subscriber,Women,Women Apparel,30.17,3,3.62,98.65,13-02-22,19:48,Prepaid,90.51,5,4.53,5.4
4409,4410,Branch 4,Chennai,Subscriber,Men,Watches,24.72,4,3.96,107.79,14-02-22,19:24,COD,98.89,5,4.94,5.3
4410,4411,Branch 3,Mumbai,Non-Subscriber,Women,Women Apparel,51.68,9,18.6,506.96,15-02-22,13:00,COD,465.1,5,23.26,5.0
4411,4412,Branch 1,Hooghly,Subscriber,Women,Women Footwear,24.12,1,0.96,26.29,16-02-22,14:29,COD,24.12,5,1.21,6.8
4412,4413,Branch 2,Delhi,Non-Subscriber,Men,Men Footwear,31.7,4,5.07,138.22,17-02-22,13:21,COD,126.8,5,6.34,7.7
4413,4414,Branch 3,Ghaziabad,Subscriber,Men,Men Footwear,48.33,2,3.87,105.36,18-02-22,18:55,COD,96.66,5,4.83,6.5
4414,4415,Branch 1,Noida,Subscriber,Women,Sunglasses,30.48,7,8.53,232.53,19-02-22,19:36,COD,213.33,5,10.67,9.1
4415,4416,Branch 2,Delhi,Subscriber,Women,Women Apparel,41.88,1,1.68,45.65,20-02-22,16:28,Prepaid,41.88,5,2.09,7.7
4416,4417,Branch 3,Delhi,Non-Subscriber,Women,Jewellery,38.97,3,4.68,127.43,21-02-22,13:48,Prepaid,116.91,5,5.85,8.6
4417,4418,Branch 1,Madurai,Subscriber,Women,Women Apparel,24.12,1,0.96,26.29,22-02-22,10:57,Prepaid,24.12,5,1.21,9.1
4418,4419,Branch 2,Hyderabad,Subscriber,Women,Bags,26.1,1,1.04,28.45,23-02-22,17:13,COD,26.1,5,1.31,8.2
4419,4420,Branch 3,Bangalore,Subscriber,Unisex,Furniture,39.46,6,9.47,258.06,24-02-22,10:23,Prepaid,236.75,5,11.84,8.1
4420,4421,Branch 1,Hyderabad,Subscriber,Women,Bags,38.97,2,3.12,84.95,25-02-22,13:57,COD,77.94,5,3.9,7.4
4421,4422,Branch 2,Pune,Subscriber,Men,Men Footwear,32.1,2,2.57,69.99,26-02-22,13:29,COD,64.21,5,3.21,9.7
4422,4423,Branch 3,Kolkata,Non-Subscriber,Men,Men Footwear,38.22,9,13.76,374.98,27-02-22,13:00,Prepaid,344.02,5,17.2,8.6
4423,4424,Branch 1,Delhi,Subscriber,Women,Women Footwear,24.12,7,6.75,184.04,28-02-22,19:42,COD,168.84,5,8.44,6.6
4424,4425,Branch 2,Jammu,Non-Subscriber,Men,Men Footwear,33.57,1,1.34,36.59,01-03-22,15:36,COD,33.57,5,1.68,4.9
4425,4426,Branch 3,Delhi,Subscriber,Men,Men Footwear,32.44,8,10.38,282.88,02-03-22,13:40,Prepaid,259.52,5,12.98,6.9
4426,4427,Branch 1,Gurgaon,Non-Subscriber,Unisex,Sports Equipment,27.5,6,6.6,179.85,03-03-22,18:01,COD,165.0,5,8.25,8.8
4427,4428,Branch 2,Ludhiana,Subscriber,Women,Bags,33.57,2,2.69,73.18,04-03-22,13:53,Prepaid,67.13,5,3.36,7.9
4428,4429,Branch 3,Bangalore,Subscriber,Unisex,Watches,29.78,4,4.77,129.86,05-03-22,17:27,COD,119.14,5,5.96,6.8
4429,4430,Branch 1,Calicut,Subscriber,Men,Men Footwear,21.62,9,7.78,212.13,06-03-22,10:53,COD,194.61,5,9.73,7.2
4430,4431,Branch 2,Hyderabad,Subscriber,Unisex,Watches,25.94,1,1.04,28.28,07-03-22,19:48,COD,25.94,5,1.3,6.8
4431,4432,Branch 3,Chennai,Subscriber,Men,Men Footwear,32.1,1,1.28,34.99,08-03-22,16:53,COD,32.1,5,1.61,5.6
4432,4433,Branch 1,Nagpur,Subscriber,Women,Bags,38.97,5,7.79,212.39,09-03-22,19:14,COD,194.85,5,9.74,6.3
4433,4434,Branch 2,Kolkata,Subscriber,Women,Watches,29.78,6,7.15,194.79,10-03-22,14:36,COD,178.7,5,8.94,9.5
4434,4435,Branch 3,Delhi,Subscriber,Women,Watches,29.78,1,1.19,32.46,11-03-22,18:19,COD,29.78,5,1.49,6.7
4435,4436,Branch 1,Jammu,Subscriber,Men,Men Apparel,36.28,8,11.61,316.4,12-03-22,19:09,Prepaid,290.27,5,14.51,8.9
4436,4437,Branch 2,Delhi,Non-Subscriber,Women,Women Apparel,32.99,3,3.96,107.89,13-03-22,16:51,Prepaid,98.98,5,4.95,9.5
4437,4438,Branch 3,Lucknow,Subscriber,Men,Men Footwear,24.52,5,4.9,133.64,14-03-22,15:37,Prepaid,122.61,5,6.13,7.6
4438,4439,Branch 1,Agra,Non-Subscriber,Men,Men Footwear,36.28,3,4.35,118.65,15-03-22,20:15,COD,108.85,5,5.44,6.9
4439,4440,Branch 2,Bangalore,Subscriber,Women,Home,29.84,7,8.35,227.67,16-03-22,14:38,COD,208.87,5,10.44,6.4
4440,4441,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,30.13,4,4.82,131.36,17-03-22,19:25,COD,120.51,5,6.03,8.0
4441,4442,Branch 1,Hyderabad,Subscriber,Women,Women Apparel,32.96,7,9.23,251.5,18-03-22,19:35,Prepaid,230.74,5,11.54,4.2
4442,4443,Branch 2,Hyderabad,Subscriber,Women,Watches,21.87,8,7.0,190.68,19-03-22,15:42,COD,174.93,5,8.75,6.4
4443,4444,Branch 3,Pune,Subscriber,Men,Men Apparel,36.28,1,1.45,39.55,20-03-22,14:11,Prepaid,36.28,5,1.81,9.4
4444,4445,Branch 1,Siliguri,Subscriber,Unisex,Bags,18.99,6,4.56,124.19,21-03-22,10:43,COD,113.94,5,5.7,9.6
4445,4446,Branch 2,Kanpur,Subscriber,Unisex,Watches,29.84,1,1.19,32.52,22-03-22,17:58,COD,29.84,5,1.49,9.4
4446,4447,Branch 3,Bhatinda,Non-Subscriber,Men,Men Footwear,33.09,9,11.91,324.61,23-03-22,11:26,COD,297.81,5,14.89,8.8
4447,4448,Branch 1,Delhi,Subscriber,Men,Men Footwear,34.33,2,2.75,74.85,24-03-22,17:38,Prepaid,68.67,5,3.43,6.4
4448,4449,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,37.12,1,1.48,40.46,25-03-22,20:07,Prepaid,37.12,5,1.86,5.2
4449,4450,Branch 3,Agra,Subscriber,Women,Watches,37.11,1,1.48,40.45,26-03-22,11:02,COD,37.11,5,1.86,9.5
4450,4451,Branch 4,Hyderabad,Subscriber,Men,Watches,41.18,5,8.24,224.41,27-03-22,19:07,Prepaid,205.88,5,10.29,6.6
4451,4452,Branch 2,Chennai,Subscriber,Men,Men Footwear,23.36,5,4.67,127.33,28-03-22,18:50,COD,116.82,5,5.84,7.5
4452,4453,Branch 4,Hyderabad,Subscriber,Men,Watches,38.45,4,6.15,167.63,29-03-22,12:43,Prepaid,153.79,5,7.69,4.7
4453,4454,Branch 4,Bangalore,Subscriber,Men,Watches,27.21,1,1.09,29.65,30-03-22,15:09,Prepaid,27.21,5,1.36,5.4
4454,4455,Branch 2,Mumbai,Non-Subscriber,Men,Men Footwear,33.09,3,3.97,108.2,31-03-22,13:47,COD,99.27,5,4.96,4.6
4455,4456,Branch 3,Kolkata,Subscriber,Men,Men Footwear,41.18,4,6.59,179.53,01-04-22,16:59,COD,164.71,5,8.24,6.8
4456,4457,Branch 1,Delhi,Non-Subscriber,Men,Men Footwear,29.19,8,9.34,254.57,02-04-22,14:15,COD,233.55,5,11.68,4.4
4457,4458,Branch 2,Ludhiana,Subscriber,Men,Men Footwear,32.1,9,11.56,314.93,03-04-22,20:24,COD,288.93,5,14.45,6.1
4458,4459,Branch 3,Faridabad,Non-Subscriber,Men,Men Footwear,31.7,9,11.41,310.98,04-04-22,13:58,Prepaid,285.3,5,14.27,7.5
4459,4460,Branch 1,Ghaziabad,Subscriber,Unisex,Sunglasses,35.34,1,1.41,38.52,05-04-22,16:52,Prepaid,35.34,5,1.77,7.8
4460,4461,Branch 2,Lucknow,Non-Subscriber,Men,Men Footwear,29.19,4,4.67,127.28,06-04-22,15:19,COD,116.77,5,5.84,4.4
4461,4462,Branch 3,Chennai,Subscriber,Men,Men Footwear,29.19,9,10.51,286.39,07-04-22,12:25,COD,262.74,5,13.14,8.6
4462,4463,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,32.11,3,3.85,105.01,08-04-22,10:02,COD,96.34,5,4.82,6.0
4463,4464,Branch 2,Bangalore,Subscriber,Unisex,Sunglasses,38.29,1,1.53,41.74,09-04-22,18:58,COD,38.29,5,1.91,6.3
4464,4465,Branch 3,Chennai,Non-Subscriber,Men,Men Footwear,31.7,4,5.07,138.22,10-04-22,15:31,COD,126.8,5,6.34,9.0
4465,4466,Branch 1,Baroda,Subscriber,Men,Sports Equipment,29.19,9,10.51,286.39,11-04-22,11:22,COD,262.74,5,13.14,7.0
4466,4467,Branch 2,Kolkata,Non-Subscriber,Men,Men Footwear,29.19,6,7.01,190.92,12-04-22,13:12,COD,175.16,5,8.76,7.6
4467,4468,Branch 3,Kanpur,Subscriber,Men,Men Footwear,30.68,5,6.14,167.23,13-04-22,18:33,COD,153.42,5,7.67,4.4
4468,4469,Branch 4,Delhi,Subscriber,Men,Watches,27.21,1,1.09,29.65,14-04-22,10:02,Prepaid,27.21,5,1.36,7.1
4469,4470,Branch 2,Delhi,Subscriber,Unisex,Sunglasses,33.09,1,1.32,36.07,15-04-22,11:21,Prepaid,33.09,5,1.65,8.3
4470,4471,Branch 4,Ghaziabad,Subscriber,Men,Watches,58.76,5,11.75,320.23,16-04-22,12:10,COD,293.79,5,14.69,5.3
4471,4472,Branch 1,Gurgaon,Subscriber,Men,Men Footwear,21.87,3,2.62,71.5,17-04-22,11:40,Prepaid,65.6,5,3.28,9.6
4472,4473,Branch 2,Chennai,Subscriber,Unisex,Sunglasses,30.68,9,11.05,301.02,18-04-22,18:31,COD,276.16,5,13.81,5.4
4473,4474,Branch 4,Bangalore,Subscriber,Men,Watches,39.46,7,11.05,301.07,19-04-22,17:58,Prepaid,276.21,5,13.81,4.5
4474,4475,Branch 1,Bangalore,Non-Subscriber,Men,Men Footwear,30.95,4,4.95,134.92,20-04-22,17:04,COD,123.78,5,6.19,6.5
4475,4476,Branch 2,Hyderabad,Subscriber,Women,Watches,29.78,2,2.38,64.93,21-04-22,20:35,COD,59.57,5,2.98,6.2
4476,4477,Branch 3,Mumbai,Subscriber,Women,Watches,21.87,4,3.5,95.34,22-04-22,16:10,COD,87.47,5,4.37,4.1
4477,4478,Branch 1,Bhubaneswar,Subscriber,Women,Watches,29.11,3,3.49,95.2,23-04-22,16:54,COD,87.34,5,4.37,4.3
4478,4479,Branch 2,Noida,Subscriber,Women,Watches,29.11,9,10.48,285.61,24-04-22,10:11,COD,262.03,5,13.1,6.6
4479,4480,Branch 3,Faridabad,Subscriber,Men,Men Footwear,31.7,1,1.27,34.55,25-04-22,11:26,COD,31.7,5,1.59,6.6
4480,4481,Branch 4,Delhi,Subscriber,Men,Watches,26.67,7,7.47,203.51,26-04-22,20:29,COD,186.71,5,9.34,8.3
4481,4482,Branch 2,Delhi,Subscriber,Men,Men Footwear,35.03,9,12.61,343.67,27-04-22,12:12,COD,315.3,5,15.76,6.1
4482,4483,Branch 3,Delhi,Non-Subscriber,Men,Men Footwear,27.21,4,4.35,118.62,28-04-22,13:05,Prepaid,108.83,5,5.44,4.9
4483,4484,Branch 1,Hyderabad,Subscriber,Men,Men Footwear,29.11,9,10.48,285.61,29-04-22,16:19,Prepaid,262.03,5,13.1,5.9
4484,4485,Branch 2,Chennai,Subscriber,Women,Women Footwear,32.96,9,11.87,323.36,30-04-22,19:48,COD,296.66,5,14.83,6.9
4485,4486,Branch 3,Chennai,Subscriber,Men,Men Footwear,32.44,3,3.89,106.08,01-05-22,15:25,Prepaid,97.32,5,4.87,6.5
4486,4487,Branch 1,Hyderabad,Subscriber,Unisex,Bags,18.99,9,6.84,186.29,02-05-22,14:42,COD,170.91,5,8.55,7.2
4487,4488,Branch 2,Pune,Subscriber,Men,Men Footwear,38.22,3,4.59,124.99,03-05-22,18:59,Prepaid,114.67,5,5.73,8.2
4488,4489,Branch 3,Kolkata,Non-Subscriber,Women,Women Apparel,34.7,1,1.39,37.82,03-05-21,20:47,COD,34.7,5,1.73,4.2
4489,4490,Branch 1,Ghaziabad,Subscriber,Men,Men Footwear,25.9,8,8.29,225.81,03-05-21,13:21,Prepaid,207.17,5,10.36,9.7
4490,4491,Branch 2,Ranchi,Subscriber,Women,Women Footwear,24.12,1,0.96,26.29,03-05-21,19:48,COD,24.12,5,1.21,8.1
4491,4492,Branch 4,Delhi,Subscriber,Men,Watches,33.83,9,12.18,331.9,03-05-21,18:20,Prepaid,304.5,5,15.22,7.1
4492,4493,Branch 4,Faridabad,Subscriber,Men,Watches,32.75,7,9.17,249.89,03-05-21,20:24,Prepaid,229.26,5,11.46,8.6
4493,4494,Branch 2,Delhi,Subscriber,Women,Bags,31.7,9,11.41,310.99,03-05-21,13:44,COD,285.31,5,14.27,8.3
4494,4495,Branch 3,Chennai,Non-Subscriber,Women,Women Apparel,29.39,1,1.18,32.03,03-05-21,11:48,COD,29.39,5,1.47,7.0
4495,4496,Branch 1,Bangalore,Subscriber,Men,Men Footwear,22.96,7,6.43,175.15,03-05-21,14:14,Prepaid,160.69,5,8.03,5.4
4496,4497,Branch 2,Bangalore,Non-Subscriber,Women,Women Apparel,32.99,1,1.32,35.96,03-05-21,15:51,Prepaid,32.99,5,1.65,8.4
4497,4498,Branch 3,Bangalore,Subscriber,Men,Men Footwear,41.18,5,8.24,224.41,04-05-21,11:17,COD,205.88,5,10.29,6.1
4498,4499,Branch 1,Ahmedabad,Subscriber,Unisex,Bags,18.99,1,0.76,20.7,05-05-21,17:36,COD,18.99,5,0.95,8.8
4499,4500,Branch 2,Kolkata,Subscriber,Unisex,Bags,21.87,7,6.12,166.84,06-05-21,15:47,Prepaid,153.07,5,7.65,9.5
4500,4501,Branch 3,Delhi,Non-Subscriber,Women,Women Apparel,34.7,1,1.39,37.82,07-05-21,15:53,COD,34.7,5,1.73,5.3
4501,4502,Branch 1,Ghaziabad,Subscriber,Men,Men Footwear,38.22,1,1.53,41.66,08-05-21,12:40,Prepaid,38.22,5,1.91,9.0
4502,4503,Branch 4,Delhi,Subscriber,Men,Watches,36.86,1,1.47,40.18,09-05-21,19:48,Prepaid,36.86,5,1.84,8.9
4503,4504,Branch 4,Kanpur,Subscriber,Men,Watches,28.03,1,1.12,30.56,10-05-21,17:53,COD,28.03,5,1.4,6.2
4504,4505,Branch 1,Delhi,Non-Subscriber,Women,Women Apparel,24.12,1,0.96,26.29,11-05-21,16:36,Prepaid,24.12,5,1.21,9.4
4505,4506,Branch 2,Bangalore,Subscriber,Women,Women Apparel,49.35,7,13.82,376.54,12-05-21,20:54,COD,345.45,5,17.27,9.7
4506,4507,Branch 3,Chennai,Subscriber,Women,Watches,38.45,2,3.08,83.81,13-05-21,12:50,COD,76.89,5,3.84,6.6
4507,4508,Branch 1,Coimbatore,Subscriber,Men,Men Footwear,34.33,5,6.87,187.12,14-05-21,10:48,Prepaid,171.67,5,8.58,7.6
4508,4509,Branch 2,Chennai,Non-Subscriber,Men,Men Footwear,30.68,4,4.91,133.79,15-05-21,14:28,COD,122.74,5,6.14,6.9
4509,4510,Branch 3,Mumbai,Subscriber,Men,Men Footwear,41.18,5,8.24,224.41,16-05-21,17:15,COD,205.88,5,10.29,5.0
4510,4511,Branch 1,Guwahati,Non-Subscriber,Women,Women Apparel,26.73,6,6.41,174.79,17-05-21,18:03,COD,160.36,5,8.02,6.1
4511,4512,Branch 2,Kanpur,Subscriber,Unisex,Sunglasses,49.35,4,7.9,215.17,18-05-21,17:29,COD,197.4,5,9.87,6.0
4512,4513,Branch 3,Dehradun,Subscriber,Women,Watches,29.78,6,7.15,194.79,19-05-21,18:05,COD,178.7,5,8.94,9.2
4513,4514,Branch 1,Delhi,Subscriber,Women,Women Apparel,51.68,6,12.4,337.98,20-05-21,12:07,COD,310.07,5,15.5,7.5
4514,4515,Branch 2,Delhi,Non-Subscriber,Women,Women Apparel,63.86,6,15.33,417.67,21-05-21,19:49,COD,383.19,5,19.16,8.1
4515,4516,Branch 3,Delhi,Subscriber,Unisex,Furniture,38.22,1,1.53,41.66,22-05-21,15:52,Prepaid,38.22,5,1.91,8.4
4516,4517,Branch 1,Hyderabad,Subscriber,Women,Sunglasses,38.29,4,6.13,166.95,23-05-21,16:48,COD,153.16,5,7.66,9.7
4517,4518,Branch 2,Chennai,Subscriber,Unisex,Watches,38.29,4,6.13,166.95,24-05-21,20:46,COD,153.16,5,7.66,8.6
4518,4519,Branch 3,Hyderabad,Non-Subscriber,Men,Men Footwear,31.7,1,1.27,34.55,25-05-21,18:14,Prepaid,31.7,5,1.59,9.6
4519,4520,Branch 1,Bangalore,Subscriber,Men,Men Footwear,25.9,4,4.14,112.91,26-05-21,15:05,Prepaid,103.58,5,5.18,4.2
4520,4521,Branch 2,Pune,Non-Subscriber,Men,Men Footwear,29.19,2,2.34,63.64,27-05-21,10:34,COD,58.39,5,2.92,7.6
4521,4522,Branch 4,Kolkata,Subscriber,Men,Watches,38.29,5,7.66,208.69,28-05-21,11:23,COD,191.45,5,9.57,7.2
4522,4523,Branch 1,Raipur,Subscriber,Women,Bags,41.88,5,8.38,228.25,29-05-21,13:55,COD,209.41,5,10.47,5.8
4523,4524,Branch 2,Delhi,Subscriber,Unisex,Watches,29.84,1,1.19,32.52,30-05-21,11:43,COD,29.84,5,1.49,4.9
4524,4525,Branch 3,Gurgaon,Non-Subscriber,Men,Men Footwear,32.1,5,6.42,174.96,31-05-21,14:36,COD,160.52,5,8.03,7.9
4525,4526,Branch 1,Delhi,Subscriber,Men,Men Footwear,24.92,4,3.99,108.67,01-06-21,16:03,COD,99.69,5,4.98,7.0
4526,4527,Branch 2,Ludhiana,Non-Subscriber,Women,Women Apparel,18.99,3,2.28,62.1,02-06-21,20:03,Prepaid,56.97,5,2.85,8.9
4527,4528,Branch 3,Chennai,Subscriber,Women,Women Apparel,41.88,1,1.68,45.65,03-06-21,14:55,Prepaid,41.88,5,2.09,6.6
4528,4529,Branch 1,Vishakapatnam,Non-Subscriber,Men,Men Footwear,33.83,9,12.18,331.9,04-06-21,11:28,COD,304.5,5,15.22,6.0
4529,4530,Branch 2,Hyderabad,Subscriber,Unisex,Sunglasses,33.09,8,10.59,288.55,05-06-21,19:41,Prepaid,264.72,5,13.24,9.2
4530,4531,Branch 3,Bangalore,Non-Subscriber,Women,Women Apparel,34.7,5,6.94,189.1,06-06-21,19:01,COD,173.48,5,8.67,6.9
4531,4532,Branch 1,Pune,Subscriber,Men,Men Footwear,30.68,7,8.59,234.12,07-06-21,18:04,COD,214.79,5,10.74,7.1
4532,4533,Branch 4,Kolkata,Subscriber,Men,Sunglasses,40.88,9,14.72,401.0,08-06-21,19:20,COD,367.89,5,18.39,8.1
